accession,title,organism,n_samples,date,has_pub,type,summary,query
GSE217362,Impact of cranial bone-derived mesenchymal stem cell transplantation for functional recovery in experimental spinal cord injury,Rattus norvegicus,6,2025/11/05,False,Expression profiling by high throughput sequencing,We compared the therapeutic effects and mechanism of transplanted rat cranial bone-derived mesenchmay stem cell (rcMSCs) and rat bone marrow-derived mesenchymal stem cell (rbMSCs) in a rat cervical spinal cord injury (cSCI) model. We performed gene expression profiling analysis using data obtained from RNA-seq of rcMSCs and rbMSCs,spinal cord injury AND RNA-seq
GSE281010,PRC1 Mediates the Transcriptional Repressive Function of POGZ in Neurodevelopmental Gene Regulation,Mus musculus,8,2025/11/03,False,Expression profiling by high throughput sequencing,"Polycomb Repressive Complex 1 (PRC1) is a family of fundamental epigenetic regulators crucial for gene silencing and mammalian development. Elucidating the PRC1 composition and function in context- and stage-specific functions during differentiation and development is crucial in understanding the impact of PRC1-mediated transcriptional activity in these processes. This study focuses on the identification and characterization of POGZ, a high-risk Autism risk gene, as a novel component of the PRC1 complex in neural cells. Our biochemical analyses demonstrate that POGZ specifically interacts with the PRC1.6 complex to form the novel PRC1-POGZ complex. Functional assays indicate that POGZ elicits strong transcriptional repressor activity that is dependent on RING1B expression. ChIP-Seq studies determined that PRC1-POGZ localizes at neurodevelopmental genes in the embryonic mouse cortex. Although POGZ knockout (KO) does not compromise mESC pluripotency, POGZ ablation in neural precursor cells resulted in severe dysregulation of transcriptomic gene expression, marked by failed activation of key neural marker genes. Mechanistically, PRC1-POGZ target genes involved in multiple aspects of neuronal differentiation were differentially expressed in POGZ KO NPCs, which may explain the observed failed differentiation. The insights gained herein provide critical insights toward understanding how PRC1-POGZ function influences neural cell fate determination.",autism spectrum disorder AND transcriptome
GSE297726,Large scale cell-based transcriptome data treated with Jakyakgamcho-tang,Mus musculus,165,2025/10/24,False,Expression profiling by high throughput sequencing,"Whole transcriptomic analysis in C2C12 cells was conducted, comparing cells treated with a vehicle control to those treated with three different concentrations of JGT-E and JGT-W. All experiments were performed in triplicate.",neuropathic pain AND transcriptome
GSE289929,Identification of major transcription factor regulating gene signautures associated with jakyakgamcho-tang in PC12 cells,Rattus norvegicus,21,2025/10/13,False,Expression profiling by high throughput sequencing,"Neuropathic pain (NP) is a chronic condition caused by complex molecular mechanisms. Due to the challenges in NP treatment, it is crucial to develop novel targeting strategies that can help elucidate its molecular mechanisms. Jakyakgamcho-tang (JGT) has significant therapeutic potential; however, its precise mechanism of action remains unclear. In this study, we systematically investigated the key transcription factors and mechanisms of action of water/ethanol extract of JGT (WJGT/EJGT) and their compounds using transcriptome analysis. We identified key transcription factor involved in NP pathogenesis by profiling transcriptome and histone ChIP-seq from NP model. We analyzed gene expression changes in PC12 cells treated with JGT extract to determine its key mechanisms and transcriptional regulators. To further validation the novel mechanisms and targets of JGT and its key compounds, we conducted in vitro experiments. The PDGFRB pathway was significantly downregulated by JGT extracts, with Fos identified as a key transcription factor regulating JGT-induced target gene expression. Furthermore, we identified key compounds among seven compounds that were regulated by the PDGFRB pathway and Fos expression. Notably, the targets modulated by JGT extracts and its key compounds were associated with inflammation. Our findings suggest that targeting the PDGFRB pathway and its key transcription factor, Fos, is a potential therapeutic strategy for NP. This study provides novel insights into the mechanism and transcriptional regulator underlying JGT and its key compounds in NP treatment.",neuropathic pain AND transcriptome
GSE214138,Spatially resolved multi-omic profiling of human hippocampus reveals region-specific alterations in major depressive disorder [RNA-seq],Homo sapiens,13,2025/09/30,False,Expression profiling by high throughput sequencing,"The human hippocampus, a center of learning and memory, has a complex architecture with high cellular and molecular heterogeneity. We present the first spatially resolved atlas of human hippocampus at the genome scale. Spatial transcriptome sequencing on 10 hippocampi identified the hippocampal sub-fields and cell types in the dentate gyrus and the cornu Ammonis regions. We deconvoluted the cellular composition in each pixel to build a gene expression landscape of each cell subtype. Psychiatrically healthy brains were compared with brains from subjects with major depressive disorder (MDD) to identify differentially modulated pathogenic genes and pathways in a region-specific manner. We observed surprisingly high variability of RNA splicing in MDD compared with control. RNA velocity analysis suggested a model for how transcriptomic instability in MDD contributes to a high inter-patient heterogeneity particularly in the pyramidal neurons. Spatially resolved chromatin accessibility profiling further identified potential epigenetic underpinnings implicated in MDD molecular neuropathology.",major depressive disorder AND RNA-seq
GSE243607,Treg-microglia partnership in the injured spinal cord preserves Treg cells function and regulates microglial cholesterol metabolism,Mus musculus,12,2025/09/29,False,Expression profiling by high throughput sequencing,"The quantitative variations and specific roles of regulatory T cells (Treg cells) within spinal cord injury (SCI) remain elusive. Utilizing single-cell RNA sequencing, flow cytometry, and immunofluorescence, we discovered that Treg cells began to infiltrate the injured spinal cords in mice approximately three days after SCI. Selective depletion of Treg cells resulted in an expansion of the injury area, reduction in neuronal survival, and a decrease in long-term functional recovery post-SCI. Transcriptomic analyses of Treg cells unveiled potent anti-inflammatory functions and the potential to influence neighboring immune cells within the spinal cord after SCI. Adoptive transfer of Treg cells demonstrated measurable improvement in SCI recovery and increased neuronal retention in mice. However, selective depletion of microglia inhibited the neuroprotective effects of Treg cells, indicating that the effect of Treg cells in the spinal cord depends on the presence of microglia. Mechanistically, Treg cells promoted spinal cord functional recovery by upregulating microglial Abcg1 receptor expression, enhancing cholesterol transport, reducing microglial lipid droplet formation, and moderating the M1 phenotype after SCI. In summary, our study elucidates the spatiotemporal distribution of Treg cells after SCI and their unique transcriptomic features, clarifying the impact of Treg cells on microglial cholesterol metabolism and inflammatory phenotype. These findings indicate that Treg cells may serve as a potential target for SCI treatment.",spinal cord injury AND RNA-seq
GSE277577,Gpnmb⁺ Microglia Represent a Distinct Subtype Reacting to Neuronal Loss induced by Prion Disease,Mus musculus,10,2025/09/19,False,Other,"Of all neurodegenerative pathologies, prion diseases exhibit one of the most extensive neuroinflammatory phenotypes, yet the impact of neuroinflammation on the course of the disease is anything but clear . Prions trigger conspicuous proliferation of microglial cells, which may contribute to neuronal damage but are also involved in prion clearance . We approached these questions by establishing a spatial-transcriptomic atlas of the progression of prion disease, and identified GPNMB gene as the most enriched one in a subset of microglial cells with enhanced phagocytic activity present only in prion-infected mice. This cell type responded to ongoing apoptosis in distinct brain regions from 30 weeks post-prion inoculation and progressively increased up to the terminal stage of the disease.",prion disease AND transcriptome
GSE307721,"Neuroprotective mechanisms of secreted factors from glial progenitor cells, obtained from human induced pluripotent stem cells",Rattus norvegicus,12,2025/09/15,False,Expression profiling by high throughput sequencing,"In this study, we investigated the mechanisms of neuroprotection of factors secreted by glial progenitror cells obtained from human induced pluripotent stem cells. We earlier got data on their neuroprotective action on the model of glutamate excitotoxicity in vitro, traumatic brain injury in vivo as well as proteomic analysis. The experiment was reproduced on cortical neuron cultures from Wistar rat pups (P0, 10 DIV). At 10 day of culturing, the drugs were added. The comparison groups were: extracellular vesicles, proteins of the 3-100 kDa fraction and total secretome. Total RNA was collected 4 hours after addiction of drugs for transcriptome analysis to identify signaling pathways activated in cells by drugs.",traumatic brain injury AND transcriptome
GSE275434,Behavioral and Neurochemical Changes in Mice Induced by Low-level Lead Exposure: Implications for ADHD and Conduct Disorders,Mus musculus,9,2025/08/22,False,Expression profiling by high throughput sequencing,"By using RNA sequencing (RNA-seq), we analyzed gene expression profiles in the striatum to demonstrate the molecular mechanisms of lead exposure at adolescent in mice model",attention deficit hyperactivity disorder AND gene expression
GSE285386,Gene expression changes related to immunosuppression in patients with traumatic brain injury (Part 2),Homo sapiens,18,2025/08/22,False,Expression profiling by high throughput sequencing,"Background : Traumatic brain injury (TBI) can alter various immune functions, including immunosuppression and constitutes a risk factor for nosocomial infections and organ dysfunction. Although TBI can induce a decline in immune cell function, the detailed mechanisms remain unclarified. This study aimed to clarify the mechanism of immunosuppression caused by TBI using a comprehensive transcriptome analysis of immune cells. Methods : Six patients with traumatic brain injury and acute subdural hematoma were admitted to our hospital. We focused on three major subsets of immune cells responsible for the immune response: CD4+ T cells, CD8+ T cells, and monocytes. We evaluated the changes in immune function after injury using comprehensive transcriptome analysis. Blood samples were collected immediately after admission and one week later, and the data were compared with those of healthy volunteers. Results : CD4+ T cells and CD8+ T cells decreased over seven days following injury, and a decrease in cell adhesion and endoplasmic reticulum function was observed. It was suggested that the process of protein synthesis from RNA was impaired and that overall cell function was reduced. Monocytes also show a decrease in endoplasmic reticulum function, but classical and nonclassical monocyte subsets show an increase in functions related to platelet activation and tissue repair. Conclusions : Comprehensive transcriptome analysis confirmed a decrease in endoplasmic reticulum function in CD4+ T cells, CD8+ T cells, and monocytes. This study facilitates further elucidation of the mechanisms of immunosuppression due to trauma and the development of new therapeutic strategies to suppress secondary infections.",traumatic brain injury AND transcriptome
GSE285385,Gene expression changes related to immunosuppression in patients with traumatic brain injury (Part 1),Homo sapiens,12,2025/08/22,False,Expression profiling by high throughput sequencing,"Background : Traumatic brain injury (TBI) can alter various immune functions, including immunosuppression and constitutes a risk factor for nosocomial infections and organ dysfunction. Although TBI can induce a decline in immune cell function, the detailed mechanisms remain unclarified. This study aimed to clarify the mechanism of immunosuppression caused by TBI using a comprehensive transcriptome analysis of immune cells. Methods : Six patients with traumatic brain injury and acute subdural hematoma were admitted to our hospital. We focused on three major subsets of immune cells responsible for the immune response: CD4+ T cells, CD8+ T cells, and monocytes. We evaluated the changes in immune function after injury using comprehensive transcriptome analysis. Blood samples were collected immediately after admission and one week later, and the data were compared with those of healthy volunteers. Results : CD4+ T cells and CD8+ T cells decreased over seven days following injury, and a decrease in cell adhesion and endoplasmic reticulum function was observed. It was suggested that the process of protein synthesis from RNA was impaired and that overall cell function was reduced. Monocytes also show a decrease in endoplasmic reticulum function, but classical and nonclassical monocyte subsets show an increase in functions related to platelet activation and tissue repair. Conclusions : Comprehensive transcriptome analysis confirmed a decrease in endoplasmic reticulum function in CD4+ T cells, CD8+ T cells, and monocytes. This study facilitates further elucidation of the mechanisms of immunosuppression due to trauma and the development of new therapeutic strategies to suppress secondary infections.",traumatic brain injury AND transcriptome
GSE305911,Engineered thoracic spinal cord organoids for transplantation after spinal cord injury,Mus musculus; Homo sapiens,26,2025/08/21,False,Expression profiling by high throughput sequencing; Other,"Human iPSC-derived thoracic spinal cord organoids were transplanted into spinal cord injury mice, and spinal cord tissue was collected after 7 weeks. The transplantation resulted in functional recovery and neural circuit remodeling in the injured mice.",spinal cord injury AND RNA-seq
GSE211405,"ASD gene Bcl11a regulates subcellular RNA localization, associative circuitry, and social behavior",Mus musculus,22,2025/08/15,False,Expression profiling by high throughput sequencing,"Precise, area-specific connectivity of interhemispheric callosal projection neurons (CPN) in the cerebral cortex is critical for sensory, associative, and behavioral functions. CPN circuitry, which connects and integrates the two cerebral hemispheres via the corpus callosum, is centrally implicated in autism spectrum disorder (ASD) and intellectual disability (ID). Though transcriptional controls regulating CPN subtype and areal development have progressively become partially understood, downstream subcellular mechanisms and molecular machinery that implement precise and diverse CPN circuitry is essentially unknown. Here, we identify that the highly penetrant ASD/ID risk gene Bcl11a/Ctip1 is critical developmentally for appropriate and precise areal targeting of CPN associative projections, and that its deletion both strikingly reshapes these projections, and causes dramatic disruption to circuit-specific subcellular growth cone (GC) molecular machinery and social behavior and cognition in mice. CPN-specific embryonic deletion of Bcl11a causes loss of correct homotopic targeting in the contralateral cortex, re-routes a substantial proportion of their axonal projections through the evolutionarily older anterior commissure, and induces strikingly aberrant, but specific and precise, projections to the basolateral amygdala in adult mice. Importantly, bilateral deletion of Bcl11a from CPN alone results in abnormal social behavior and working memory. Mechanistically, we identify dysregulation of the CPN axonal GC-localized transcriptome in Bcl11a nulls, due to either aberrant transcription or trafficking of individual transcripts. These molecular mis-localizations disrupt axon guidance and CPN-specific associative circuitry formation, causing disease-related behavior.  Together, this work identifies critical functions for Bcl11a in CPN axonal connectivity, development of functional associative-social circuitry, regulation of subtype-specific subcellular molecular machinery in vivo, revealing novel GC-localized transcripts that regulate precise axonal targeting and circuit formation. These results elucidate development and ASD/ID disease-related circuit disruption of CPN, and the importance of understanding circuit-specific subcellular– e.g. soma vs. GC– localization of RNA and protein molecular machinery by neurons. ",autism spectrum disorder AND transcriptome
GSE224220,Leptin signalling promotes axonal regeneration in the peripheral and central nervous system [LepvGFP RNA-seq],Mus musculus,6,2025/08/13,False,Expression profiling by high throughput sequencing,"Axonal growth is limited or absent following peripheral or central nervous system injury respectively, inhibiting repair. The identification of novel growth-promoting molecular mechanisms is therefore a priority. In the search for dietary-dependent mechanisms that control neuronal regenerative ability, we found, via RNA sequencing, that growth-promoting intermittent fasting (IF) induced leptin expression in sensory neurons of the dorsal root ganglia (DRG). Surprisingly, leptin signalling, whose canonical function is to control energy homeostasis, was critical for the IF-dependent regenerative phenotype. In fact, neuronal conditional deletion of the leptin receptor significantly impaired the regenerative response elicited by IF. Overexpression of leptin in vivo in DRG neurons enhanced axonal regeneration following peripheral sciatic nerve crush (SNC) and central spinal cord injury. Lastly, RNA sequencing following leptin overexpression in DRG neurons showed a significant increase in regenerative gene expression and transcription after SCI, indicating a role for leptin in inducing a euchromatic, transcriptionally active environment that facilitates nervous system repair after injury.",spinal cord injury AND RNA-seq
GSE224284,Leptin signalling promotes axonal regeneration in the peripheral and central nervous system [IFvAL RNA-seq],Mus musculus,6,2025/08/13,False,Expression profiling by high throughput sequencing,"Axonal growth is limited or absent following peripheral or central nervous system injury respectively, inhibiting repair. The identification of novel growth-promoting molecular mechanisms is therefore a priority. In the search for dietary-dependent mechanisms that control neuronal regenerative ability, we found, via RNA sequencing, that growth-promoting intermittent fasting (IF) induced leptin expression in sensory neurons of the dorsal root ganglia (DRG). Surprisingly, leptin signalling, whose canonical function is to control energy homeostasis, was critical for the IF-dependent regenerative phenotype. In fact, neuronal conditional deletion of the leptin receptor significantly impaired the regenerative response elicited by IF. Overexpression of leptin in vivo in DRG neurons enhanced axonal regeneration following peripheral sciatic nerve crush (SNC) and central spinal cord injury. Lastly, RNA sequencing following leptin overexpression in DRG neurons showed a significant increase in regenerative gene expression and transcription after SCI, indicating a role for leptin in inducing a euchromatic, transcriptionally active environment that facilitates nervous system repair after injury.",spinal cord injury AND RNA-seq
GSE288665,Unveiling the crucial neuronal role of the proteasomal ATPase subunit gene PSMC5 in neurodevelopmental proteasomopathies,Homo sapiens,38,2025/08/04,False,Expression profiling by high throughput sequencing,"Neurodevelopmental disorders (NDDs) are conditions that affect the development of the central nervous system, often identified during early childhood. These disorders include intellectual disability, communication disorders, autism spectrum disorders, and attention-deficit hyperactivity disorder (ADHD). Approximately 40% of NDDs are monogenic diseases, with at least 8% involving genes of the ubiquitin-proteasome system (UPS). This conserved proteolytic system plays a key role in protein homeostasis by degrading ubiquitin-tagged proteins. Among monogenic pathologies linked to the UPS, genetic variations directly affecting the 26S proteasome define a new subclass of NDDs known as neurodevelopmental proteasomopathies. The submitted data originate from an exhaustive study on several unique variants identified in the PSMC5 gene, which encodes the AAA-ATPase subunit PSMC5/Rpt6 of the 26S proteasome. Functional analyses conducted in this study revealed that these alterations lead to a loss of proteasome function, triggering a complex cellular program involving an inflammatory response and innate immunity remodeling. To further investigate these observations, gene expression was analyzed using NanoString on an autoimmune gene panel, revealing a type I interferon signature in the patients. These results were confirmed by 3'seq-RNA Profiling (3'SRP), which showed strong overexpression of genes in the type I interferon pathway, accompanied by transcriptional dysregulation involving alterations in innate immunity and inflammatory processes. The provided data thus confirm the central role of PSMC5 gene alterations in the pathogenesis of neurodevelopmental proteasomopathies.",attention deficit hyperactivity disorder AND gene expression
GSE208193,Multiplex Epigenome Editing of MECP2 to Rescue Rett Syndrome Neurons [RNA-Seq],Homo sapiens,6,2025/07/11,False,Expression profiling by high throughput sequencing,"Rett syndrome (RTT) is an X-linked neurodevelopmental disorder caused by loss-of-function heterozygous mutations of MECP2. Reactivation of the silent wild-type MECP2 allele on the inactive X chromosome (Xi) represents a promising therapeutic opportunity for female RTT patients. Here, we applied a multiplex epigenome editing approach to reactivate MECP2 on Xi. Demethylation of the MECP2 promoter by dCas9-Tet1 with target sgRNA reactivated MECP2 on Xi in RTT hESCs without detectable off-target effects at the transcriptome level. Neurons derived from methylation edited RTT hESCs reversed the smaller soma size and electrophysiological abnormalities. Insulation of the methylation edited MECP2 locus in RTT neurons by dCpf1-CTCF with target crRNA stabilized MECP2 reactivation and rescued the RTT-related neuronal defects, providing a proof-of-concept study for multiplex epigenome editing to treat RTT.",Rett syndrome AND transcriptome
GSE208221,Multiplex Epigenome Editing of MECP2 to Rescue Rett Syndrome Neurons [ChIP-Seq],Homo sapiens,13,2025/07/11,False,Genome binding/occupancy profiling by high throughput sequencing,"Rett syndrome (RTT) is an X-linked neurodevelopmental disorder caused by loss-of-function heterozygous mutations of MECP2. Reactivation of the silent wild-type MECP2 allele on the inactive X chromosome (Xi) represents a promising therapeutic opportunity for female RTT patients. Here, we applied a multiplex epigenome editing approach to reactivate MECP2 on Xi. Demethylation of the MECP2 promoter by dCas9-Tet1 with target sgRNA reactivated MECP2 on Xi in RTT hESCs without detectable off-target effects at the transcriptome level. Neurons derived from methylation edited RTT hESCs reversed the smaller soma size and electrophysiological abnormalities. Insulation of the methylation edited MECP2 locus in RTT neurons by dCpf1-CTCF with target crRNA stabilized MECP2 reactivation and rescued the RTT-related neuronal defects, providing a proof-of-concept study for multiplex epigenome editing to treat RTT.",Rett syndrome AND transcriptome
GSE272097,"Elevated synaptic PKA activity and abnormal striatal dopamine signaling in Akap11 mutant mice, a genetic model of schizophrenia and bipolar disorder [bulkSeq]",Mus musculus,181,2025/07/11,False,Expression profiling by high throughput sequencing,"Loss-of-function mutations in AKAP11 (a protein kinase A (PKA)-binding protein) greatly increase the risk of bipolar disorder and schizophrenia. To determine the neurobiological functions of AKAP11 and the consequences of its absence, we conducted multi-omic analyses of Akap11 mutant mouse brains. We find that AKAP11 is a key regulator of PKA proteostasis in the brain whose loss leads to dramatically elevated PKA expression and phosphorylation, especially in synapses. Transcriptomic analysis shows extensive gene expression changes throughout the brain, including prominent decreases in synapse-related genes sets. Gene expression is especially affected in spiny projection neurons of the striatum, a brain region implicated in motivation, cognition and psychiatric disorders. In vivo, real-time measurements of PKA activity in ventral striatum of Akap11-/- mice revealed constitutively elevated kinase activity, which distorts dopamine to PKA signaling. Our work reveals the molecular basis of circuit dysfunction in a genetically valid model of psychotic disorder.",schizophrenia AND prefrontal cortex AND RNA-seq
GSE236482,Molecular signatures of hyperexcitability and lithium responsiveness in bipolar disorder patient neurons provides alternative therapeutic strategies,Homo sapiens,28,2025/07/04,False,Expression profiling by high throughput sequencing,"Bipolar Disorder (BD) is a chronic psychiatric illness affecting ~3% of the global population. It is one of the top 10 causes of disability and mortality worldwide, largely due to high suicide, cardiovascular, and metabolic comorbidity. Typically, BD has life-long presentation characterized by alternations of extreme mania and depression, associated with psychosis and self-harm. Given the complex heritability and symptoms of BD, long term clinical management of some patients remains unsatisfactory. Thus, there is a major unmet need for new clinical treatment strategies and drug options to help these patients. Lithium (Li) remains the gold standard mood stabilizer and first-line treatment for manic/depressive episodes, reducing suicide and overall mortality rates. Two major questions stand out i) how Li is effective, and ii) why for only a subset of patients? To address this, we studied the biology and lithium effects in iPSC-derived neurons from people with a known clinical and genetic profile, comparing healthy individuals, BD Li-responders, and BD Li-non responders. We combined cell imaging, electrophysiology, biochemistry, , phosphoproteomic and whole transcriptome sequencing approaches to provide mechanistic insights and guide the search for BD biomarkers and Li responsiveness.",bipolar disorder AND transcriptome
GSE272994,UBQLN2 Links Proteotoxicity with Lipid Metabolism in Neurodegeneration,Homo sapiens,10,2025/07/01,False,Expression profiling by high throughput sequencing,"Protein homeostasis and lipid metabolism are crucial cellular processes that are dysregulated in neurodegeneration. However, their connection in neurodegenerative diseases such as amyotrophic lateral sclerosis (ALS) and frontotemporal dementia (FTD) remains unexplored. Ubiquilin 2 (UBQLN2) is a protein quality control factor linked to familial ALS/FTD and broader neurodegeneration. Here, we idetified UBQLN2 as an essential regulator for intracellular lipid metabolism, the biological processes of which are impaired by ALS/FTD-linked mutations in UBQLN2. Using transcriptome analysis, we profiled the molecular changes in motor neurons derived from isogenic control and UBQLN2-mutant iPSCs under ALS/FTD-associated metabolic stress, glucose deficiency. We found that biological processes related to cell survival and metabolism were greately affected by the disease-linked mutations in UBQLN2, suggesting that the impaired metabolic role of UBQLN2 by the disease-linked mutations is involved in the pathogenesis of relative neurodegeneration.",amyotrophic lateral sclerosis AND transcriptome
GSE235287,SMN1 orchestrates the global transcriptome profile associated with neuropathic pain development in SHSY5Y cells,Homo sapiens,6,2025/06/19,False,Expression profiling by high throughput sequencing,"Survival of motor neuron 1 (SMN1) acts as an RNA-binding protein, exerts multiple biological effects, participates in the production of small ribonucleoproteins (snRNPs), and regulates RNA metabolism through post-transcriptional regulation. Previous studies have reported that SMN1 mediates neuronal death through the classical apoptotic pathway; however, the mechanism by which it regulates neuropathic pain (NP) remains unknown. In this study, we used transcriptome sequencing, observed that SMN1 overexpression significantly impacted gene expression, and obtained functional clusters of differentially expressed genes (DEGs) highly enriched in NP-related terms. These genes were mainly enriched in biological pathways related to cell adhesion, inflammatory response, and signal transduction. In addition, the overexpression of SMN1 also regulated the alternative splicing (AS) of genes related to biological pathways such as DNA damage stimulation and DNA repair. Our study showed that SMN1 might be involved in the occurrence and development of NP by regulating the transcriptional and AS levels of related genes.",neuropathic pain AND transcriptome
GSE297158,RNA-seq of control and TIA1-knockdown HMC3 cells,Homo sapiens,6,2025/05/24,False,Expression profiling by high throughput sequencing,"The study aims to utilize RNA-seq to characterize the transcriptomic alterations in TIA1-knockdown HMC3 cells compared to control cells, with the goal of identifying differentially expressed genes and elucidating the molecular pathways and biological processes regulated by TIA1, a key RNA-binding protein. By profiling gene expression changes following TIA1 depletion, the research seeks to uncover how this protein influences cellular functions in HMC3 cells, a model of human microglia critical for central nervous system immunity and homeostasis. Given the established role of TIA1 in mRNA metabolism and its links to neurodegenerative disorders like amyotrophic lateral sclerosis (ALS) and frontotemporal dementia (FTD), this study holds relevance for understanding microglial gene regulatory mechanisms disrupted in disease contexts. Identifying TIA1-dependent transcriptomic signatures in HMC3 cells can provide insights into the functional consequences of TIA1 dysfunction in microglia, potentially revealing novel therapeutic targets or biomarkers for neurological diseases while advancing our understanding of RNA-mediated regulatory networks in immune cells of the brain.",frontotemporal dementia AND RNA-seq
GSE277295,RNA-seq Reveals Paxillin as a Key Facilitator of Endothelial Cell Migration and Angiogenesis after Spinal Cord Injury,Rattus norvegicus,20,2025/05/20,False,Expression profiling by high throughput sequencing,"Spinal cord injury (SCI) is a catastrophic condition resulting in significant neurological deficits. To map the altered pathways within the lesion epicenter and the surrounding rostro-caudal segments, we employed RNA-seq on injured spinal cord tissue. We sequenced samples from three level (rostral, epicenter, and caudal) at days 1, 14, and 28 post-injury to systematically define the transcriptomics profile, aiming to identify pathways related to angiogenesis after SCI. Gene set enrichment analysis (GSEA) revealed enriched pathways, including hepatocyte growth factor (HGF) receptor signalling and alpha-6 beta-4 signaling pathway, suggesting an active angiogenic signature. Furthermore, the participating genes in HGF receptor signaling were validated by qPCR analysis, demonstrating that HGF receptor signaling is involved in the pathological remodeling following SCI. Subsequently, we investigated paxillin as a candidate gene promoting endothelial cell migration through HGF receptor signaling. Immunohistochemistry data suggest paxillin’s role in mediating the endothelial cell migration and proliferation post-SCI. In summary, our findings indicate that paxillin is a key mediator of endothelial cell proliferation and migration in response to angiogenic factors like HGF following SCI. However, extensive mechanistic studies are required to fully establish paxillin’s role in endothelial cell migration and proliferation after SCI.",spinal cord injury AND RNA-seq
GSE230632,Dual phosphorylation of DISC1 at Ser58 and Ser713 regulates polarization of cortical neurons via GSK3β,Mus musculus,7,2025/04/01,False,Expression profiling by high throughput sequencing,"Disrupted-In-Schizophrenia 1 (DISC1), a susceptibility gene for major psychiatric disorders, encodes a scaffold protein that has complex impacts on neuronal development. However, its role in neuronal polarization remains unclear. Here we show that phosphorylation of DISC1 at Ser58 and Ser713 regulates cortical neuron polarization¬. Expression of phosphor-dead human DISC1 (Ser58Ala, Ser713Ala; hDISC1AA) delays the transition from multipolar to uni/bipolar cells in mouse cortical culture. Mice carrying the hDISC1AA mutant exhibit aberrant orientation of the axon initial segment and reduced thickness of corpus callosum. hDISC1AA knock-in mice exhibit hyperlocomotion activity in an open field, deficits in prepulse inhibition, reduced social interaction, and defective novel object recognition. GSK3β activity is increased in the cortices of the hDISC1AA knock-in mice. Embryonic treatment of the GSK3β inhibitor SB-216763 rescues behavioral deficits in hDISC1AA/+ mice. Our findings support a model in which dual phosphorylation of DISC1 at Ser58 and Ser713 inhibits GSK3β activity and plays a crucial role in neural polarization, potentially contributing to the manifestation of psychiatric disorders related to DISC1 dysfunction.",schizophrenia AND prefrontal cortex AND RNA-seq
GSE278698,m6A-mediated epi-transcriptomic dysregulation underlies synaptic dysfunction in fragile X syndrome [MeRIP-seq],Homo sapiens,38,2025/02/26,False,Other,"N6-methyladenosine (m6A) is a prevalent mRNA modification essential for post-transcriptional regulation. Fragile X syndrome (FXS), the leading genetic cause of intellectual disability, arises from FMR1 gene silencing and loss of FMRP, which has been shown to antagonize m6A readers. However, the impact of FMRP loss on transcriptome-wide m6A modifications in human FXS remains unknown. Using cortical neurons derived from healthy subjects and FXS patient-induced pluripotent stem cells, we found that FXS neurons exhibited synaptic and neuronal network defects, mirroring clinical EEG data from the same FXS patients. FMRP deficiency led to increased translation of m6A writers, resulting in transcriptome-wide hypermethylation, primarily affecting synapse-associated transcripts and increasing mRNA decay. Treatment with an m6A writer inhibitor rescued synaptic defects in FXS neurons, highlighting its therapeutic potential. Our findings uncover an epi-transcriptomic mechanism by which FMRP deficiency disrupts m6A modifications in FXS, contributing to FXS pathogenesis, and suggest a promising avenue for m6A-targeted therapies.",fragile X syndrome AND gene expression
GSE278697,m6A-mediated epi-transcriptomic dysregulation underlies synaptic dysfunction in fragile X syndrome [RNA-seq],Homo sapiens,13,2025/02/26,False,Expression profiling by high throughput sequencing,"N6-methyladenosine (m6A) is a prevalent mRNA modification essential for post-transcriptional regulation. Fragile X syndrome (FXS), the leading genetic cause of intellectual disability, arises from FMR1 gene silencing and loss of FMRP, which has been shown to antagonize m6A readers. However, the impact of FMRP loss on transcriptome-wide m6A modifications in human FXS remains unknown. Using cortical neurons derived from healthy subjects and FXS patient-induced pluripotent stem cells, we found that FXS neurons exhibited synaptic and neuronal network defects, mirroring clinical EEG data from the same FXS patients. FMRP deficiency led to increased translation of m6A writers, resulting in transcriptome-wide hypermethylation, primarily affecting synapse-associated transcripts and increasing mRNA decay. Treatment with an m6A writer inhibitor rescued synaptic defects in FXS neurons, highlighting its therapeutic potential. Our findings uncover an epi-transcriptomic mechanism by which FMRP deficiency disrupts m6A modifications in FXS, contributing to FXS pathogenesis, and suggest a promising avenue for m6A-targeted therapies.",fragile X syndrome AND gene expression
GSE272191,Sustained epigenetic reactivation in fragile X neurons with an RNA-binding small molecule [CUT&RUN],Homo sapiens,15,2025/02/25,False,Genome binding/occupancy profiling by high throughput sequencing,"Fragile X syndrome (FXS) is a disease of pathologic epigenetic silencing induced by RNA. In FXS, an expanded CGG-repeat tract in the FMR1 gene induces epigenetic silencing during embryogenesis. FMR1 silencing can be reversed with 5-aza-deoxyctidine (5-aza-dC), a nonspecific epigenetic reactivator; however, continuous administration of 5-aza-dC is problematic due to its toxicity. We describe an approach to restore FMR1 expression in FXS neurons by transient treatment with 5-aza-dC, followed by treatment with 2HE-5NMe, which binds the CGG-repeat expansion in the FMR1 mRNA and blocks the resilencing of the FMR1 gene after withdrawal of 5-aza-dC. Genome-wide profiling of histone marks shows that 2HE-5Nme maintains FMR1 in a reactivated state. FMR1 reactivation in neurons results in re-expression of FMRP and reversal of FXS-associated dendritic spine defects. These results demonstrate that an RNA-binding small molecule can achieve gene-specific epigenetic control, and provide an approach for restoration of FMRP in FXS neurons.",fragile X syndrome AND gene expression
